t,GPP
2017-01-01,0.4548597538597927
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.2662969507696885
2017-01-11,0.1866030840155664
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.6518704817570874
2017-01-20,0.755156846024811
2017-01-21,0.5459086740340534
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.3541648825419989
2017-01-26,0.5995544275285184
2017-01-27,0.9965141119567272
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.4085362961302555
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.6015724604029078
2017-02-05,0.4457025754219066
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,1.7288231590416718
2017-02-14,1.8377130297462887
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,1.9926210450450623
2017-02-18,1.7919629589236448
2017-02-19,1.854557996786148
2017-02-20,0.7533544080326995
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.5306272309716168
2017-02-28,0.9054605249953958
2017-03-01,1.6426316335623377
2017-03-02,1.6834636413549349
2017-03-03,1.4347041358500023
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,4.041637320278968
2017-03-12,2.327567464879129
2017-03-13,3.6890207367092023
2017-03-14,1.973115402704
2017-03-15,4.055552346982196
2017-03-16,4.425143949514484
2017-03-17,4.344497947140673
2017-03-18,3.8728256168260273
2017-03-19,4.934896641425401
2017-03-20,2.3810687472219767
2017-03-21,2.3435032776863127
2017-03-22,3.4486243067592626
2017-03-23,5.385336103557957
2017-03-24,5.210028712596578
2017-03-25,5.15273983274367
2017-03-26,5.024684067055668
2017-03-27,5.833980872950795
2017-03-28,4.48875318281445
2017-03-29,3.4271248020474694
2017-03-30,2.824438649400011
2017-03-31,2.965193615822312
2017-04-01,2.259828091646458
2017-04-02,5.1503186730405295
2017-04-03,5.34297821799779
2017-04-04,6.039030600266914
2017-04-05,5.198378367244973
2017-04-06,5.124617397169433
2017-04-07,4.341555721189352
2017-04-08,3.118750056692434
2017-04-09,6.148957127401665
2017-04-10,3.206801917340826
2017-04-11,3.88563504066451
2017-04-12,5.007547000250023
2017-04-13,3.913792234887901
2017-04-14,0.0
2017-04-15,4.711051227205627
2017-04-16,0.0
2017-04-17,5.753956216870336
2017-04-18,5.119082443069234
2017-04-19,6.142857285602807
2017-04-20,3.4159560871497563
2017-04-21,6.8279744361573655
2017-04-22,6.952127436451301
2017-04-23,6.551255026677139
2017-04-24,4.67648992393414
2017-04-25,4.65253045571212
2017-04-26,5.851663569051608
2017-04-27,7.085996730184032
2017-04-28,7.229387883919149
2017-04-29,5.976970347889125
2017-04-30,5.868808310282322
2017-05-01,8.549171288798496
2017-05-02,8.761566019394202
2017-05-03,8.374550556597125
2017-05-04,8.656007501820955
2017-05-05,9.422050894403757
2017-05-06,5.07828807894607
2017-05-07,5.7436922025109896
2017-05-08,7.4793762201422815
2017-05-09,7.749019813692982
2017-05-10,7.195463457117619
2017-05-11,6.366514846286187
2017-05-12,6.185295616761283
2017-05-13,9.044997252188493
2017-05-14,2.454266407313221
2017-05-15,2.0546451853484533
2017-05-16,8.369319252260102
2017-05-17,2.581430454390768
2017-05-18,5.199157063677834
2017-05-19,8.88201485389345
2017-05-20,5.0714619525844045
2017-05-21,7.211521893416334
2017-05-22,9.421177326168598
2017-05-23,6.802101731300043
2017-05-24,9.827020883849425
2017-05-25,6.6465468528762734
2017-05-26,6.565202433923671
2017-05-27,8.98298503845902
2017-05-28,9.407963479064916
2017-05-29,10.204564382363913
2017-05-30,1.416414704381615
2017-05-31,7.190444417038056
2017-06-01,8.584102371638265
2017-06-02,10.701297632162778
2017-06-03,6.1310354414909725
2017-06-04,4.029517149641915
2017-06-05,6.562321763570013
2017-06-06,8.861475713912865
2017-06-07,7.217932110824676
2017-06-08,8.475223041170828
2017-06-09,6.592953629313538
2017-06-10,7.417512247733137
2017-06-11,6.870492769451484
2017-06-12,8.314699025032613
2017-06-13,7.016242979681663
2017-06-14,10.943450029300209
2017-06-15,10.092774748464077
2017-06-16,7.937654120594691
2017-06-17,9.12582714017771
2017-06-18,10.629705985104572
2017-06-19,8.25973263024944
2017-06-20,10.9466592876529
2017-06-21,10.211253373227496
2017-06-22,8.949155368670068
2017-06-23,8.515986332804301
2017-06-24,5.656704471197211
2017-06-25,10.110975231102856
2017-06-26,9.11582618457485
2017-06-27,6.115955755058473
2017-06-28,13.050827748553118
2017-06-29,12.18052500577803
2017-06-30,12.307036043858268
2017-07-01,12.740723600097162
2017-07-02,8.376056808571734
2017-07-03,8.18393734558595
2017-07-04,5.5699004436045945
2017-07-05,9.919959944024852
2017-07-06,12.454074964571433
2017-07-07,10.951571483383104
2017-07-08,8.560557905502321
2017-07-09,7.863498262401123
2017-07-10,11.38429060369774
2017-07-11,6.494430132657637
2017-07-12,9.328880321999966
2017-07-13,9.21448743672382
2017-07-14,9.681848603129318
2017-07-15,10.035002373127249
2017-07-16,5.955006952455864
2017-07-17,8.831010876389731
2017-07-18,10.43266257868401
2017-07-19,6.469347249739863
2017-07-20,6.452738989318263
2017-07-21,5.010037756847872
2017-07-22,6.723986291723948
2017-07-23,6.157331363589428
2017-07-24,7.764555558781392
2017-07-25,7.042408555558969
2017-07-26,5.623870383948321
2017-07-27,7.337384185164455
2017-07-28,4.43864179586517
2017-07-29,8.067193140655982
2017-07-30,7.733867535656318
2017-07-31,9.313734208163078
2017-08-01,8.718158501965808
2017-08-02,8.510106489707002
2017-08-03,8.964846720071003
2017-08-04,6.775612490499739
2017-08-05,4.932050388151302
2017-08-06,4.8148027009039325
2017-08-07,6.7645363923144375
2017-08-08,8.520461477139488
2017-08-09,5.812529136209525
2017-08-10,6.913399129910274
2017-08-11,10.572782424467118
2017-08-12,5.340779164960285
2017-08-13,3.57656541877704
2017-08-14,8.39881265534464
2017-08-15,8.087999997466401
2017-08-16,4.142396150368091
2017-08-17,7.841316888974598
2017-08-18,2.9686678919257803
2017-08-19,4.2531039841297
2017-08-20,8.106735757197837
2017-08-21,6.727072497379711
2017-08-22,7.411568875435515
2017-08-23,5.80735265549553
2017-08-24,7.201078625290463
2017-08-25,4.058486755451067
2017-08-26,8.24191401775298
2017-08-27,6.159229156345129
2017-08-28,7.130932823540673
2017-08-29,5.056168100686772
2017-08-30,6.873323743939976
2017-08-31,0.6189309667203655
2017-09-01,6.66908073327068
2017-09-02,5.532283539342583
2017-09-03,5.503705353426149
2017-09-04,1.4963240594228575
2017-09-05,4.201610504561534
2017-09-06,2.782737506216617
2017-09-07,4.180721896548141
2017-09-08,3.0787810390005337
2017-09-09,2.51422463332149
2017-09-10,4.935087201052938
2017-09-11,4.250141405621134
2017-09-12,5.101727426077228
2017-09-13,3.706054246250473
2017-09-14,3.710046475128077
2017-09-15,3.880994774164336
2017-09-16,4.984544856604456
2017-09-17,4.590221002079689
2017-09-18,3.462253464873377
2017-09-19,3.701173287126197
2017-09-20,3.5875534314242423
2017-09-21,3.0804115476321963
2017-09-22,1.6201142321826492
2017-09-23,1.3591261107747308
2017-09-24,2.501423394591608
2017-09-25,3.8799326851989338
2017-09-26,3.601811700025725
2017-09-27,2.9121162866849284
2017-09-28,3.44698887273276
2017-09-29,1.943494001285408
2017-09-30,2.530997624294455
2017-10-01,2.617166295032024
2017-10-02,0.5604997712400792
2017-10-03,2.8242076913547827
2017-10-04,3.737113627560969
2017-10-05,2.8620555442398548
2017-10-06,3.120451432620575
2017-10-07,1.8352455807727708
2017-10-08,1.8378418828858485
2017-10-09,0.9320845394361514
2017-10-10,1.0766364431391775
2017-10-11,2.2609075556219165
2017-10-12,0.3970986079687803
2017-10-13,1.5701473768429843
2017-10-14,1.472230648312577
2017-10-15,3.295808335137951
2017-10-16,3.374864499594486
2017-10-17,0.7856864780696553
2017-10-18,3.432242914431157
2017-10-19,3.2220970657036063
2017-10-20,1.3588039534344245
2017-10-21,2.670611366183522
2017-10-22,1.8327604423649708
2017-10-23,1.6154292190085948
2017-10-24,1.9993264163504465
2017-10-25,0.1905708927993312
2017-10-26,1.3850696693097722
2017-10-27,0.9195785394329108
2017-10-28,1.1752571671743588
2017-10-29,1.4135927734937166
2017-10-30,2.079594174581018
2017-10-31,1.4638571783241547
2017-11-01,1.7594589673522067
2017-11-02,0.3414864643100864
2017-11-03,1.6583444087994206
2017-11-04,0.5995767304069036
2017-11-05,0.2880657880840645
2017-11-06,1.5051768174303966
2017-11-07,1.187501527726726
2017-11-08,1.3486369865729355
2017-11-09,0.3531279406377138
2017-11-10,1.076406263699934
2017-11-11,0.1996001924120493
2017-11-12,0.9133060954093348
2017-11-13,1.2039891820167776
2017-11-14,0.0
2017-11-15,0.6517154373894808
2017-11-16,1.0800787196331063
2017-11-17,1.0756795628218678
2017-11-18,0.5124492271324681
2017-11-19,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-23,0.482270091027742
2017-11-24,0.5356451584253875
2017-11-25,0.6782403475117904
2017-11-26,0.3995229063971926
2017-11-27,0.1911727871618636
2017-11-28,0.0887579860675345
2017-11-29,0.3605937149739602
2017-11-30,0.3026874000249909
2017-12-01,0.1811450824914426
2017-12-02,0.5304228902301868
2017-12-03,0.3892399826809277
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0555422032187215
2017-12-08,0.3970719241865107
2017-12-09,0.3155151349504475
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.1652750634764576
2017-12-15,0.2816297943878685
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.1166155384809956
2017-12-21,0.0
2017-12-22,0.0
2017-12-23,0.2669781656367969
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,0.0679392854317927
2017-12-27,0.3385248290168459
2017-12-28,0.0817031456196266
2017-12-29,0.1341405115221478
2017-12-30,0.1724284686838652
2017-12-31,0.2310616032670474
2018-01-01,0.1312714115361547
2018-01-02,0.1335077474323539
2018-01-03,0.171497571667758
2018-01-04,0.2159925504346892
2018-01-05,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,0.1883733872473649
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.4267886859796144
2018-01-25,0.9290865410236552
