t,GPP
2017-01-01,0.390766
2017-01-02,0.302558
2017-01-03,0.456876
2017-01-04,
2017-01-05,0.915349
2017-01-06,0.61644
2017-01-07,0.331435
2017-01-08,0.328886
2017-01-09,0.584445
2017-01-10,0.681106
2017-01-11,0.305048
2017-01-12,0.265812
2017-01-13,0.318652
2017-01-14,0.213926
2017-01-15,1.0118
2017-01-16,1.05734
2017-01-17,1.02601
2017-01-18,0.826774
2017-01-19,0.998005
2017-01-20,0.692096
2017-01-21,0.877905
2017-01-22,0.617702
2017-01-23,0.519568
2017-01-24,0.693025
2017-01-25,0.427432
2017-01-26,0.652561
2017-01-27,0.934069
2017-01-28,0.409684
2017-01-29,2.08773
2017-01-30,1.54073
2017-01-31,0.63928
2017-02-01,1.09949
2017-02-02,0.662704
2017-02-03,2.28225
2017-02-04,1.01068
2017-02-05,0.91438
2017-02-06,1.17728
2017-02-07,1.5953
2017-02-08,1.86675
2017-02-09,0.932768
2017-02-10,0.195736
2017-02-11,
2017-02-12,0.786957
2017-02-13,1.0695
2017-02-14,0.776259
2017-02-15,0.758233
2017-02-16,0.798047
2017-02-17,0.764904
2017-02-18,0.871072
2017-02-19,1.10513
2017-02-20,0.810389
2017-02-21,0.103682
2017-02-22,0.0854589
2017-02-23,0.0581192
2017-02-24,0.657339
2017-02-25,1.23364
2017-02-26,0.706371
2017-02-27,1.53753
2017-02-28,2.14583
2017-03-01,1.54498
2017-03-02,1.61477
2017-03-03,0.468821
2017-03-04,1.39533
2017-03-05,1.50637
2017-03-06,2.00159
2017-03-07,0.0513576
2017-03-08,1.54021
2017-03-09,0.561793
2017-03-10,0.0469099
2017-03-11,1.19605
2017-03-12,0.89307
2017-03-13,0.159419
2017-03-14,0.886236
2017-03-15,0.73457
2017-03-16,0.520621
2017-03-17,0.671356
2017-03-18,1.02104
2017-03-19,0.722261
2017-03-20,1.13477
2017-03-21,0.446303
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-25,2.08126
2017-03-26,1.17187
2017-03-27,
2017-03-28,1.59778
2017-03-29,1.98062
2017-03-30,2.25307
2017-03-31,1.93982
2017-04-01,0.441967
2017-04-02,
2017-04-03,1.55464
2017-04-04,1.40737
2017-04-05,1.74995
2017-04-06,1.62247
2017-04-07,1.41534
2017-04-08,1.74051
2017-04-09,1.57803
2017-04-10,1.61971
2017-04-11,2.48766
2017-04-12,2.3685
2017-04-13,1.29467
2017-04-14,2.31959
2017-04-15,2.25449
2017-04-16,2.51736
2017-04-17,2.91409
2017-04-18,1.89706
2017-04-19,2.06117
2017-04-20,2.44915
2017-04-21,2.36233
2017-04-22,1.6937
2017-04-23,2.21716
2017-04-24,3.22579
2017-04-25,3.42064
2017-04-26,4.20282
2017-04-27,4.64627
2017-04-28,
2017-04-29,3.03885
2017-04-30,2.97665
2017-05-01,2.37453
2017-05-02,4.10897
2017-05-03,3.36359
2017-05-04,2.95074
2017-05-05,2.32582
2017-05-06,1.6484
2017-05-07,0.977003
2017-05-08,2.31937
2017-05-09,2.574
2017-05-10,2.43042
2017-05-11,1.50351
2017-05-12,2.44879
2017-05-13,2.01072
2017-05-14,2.89031
2017-05-15,2.32206
2017-05-16,1.76569
2017-05-17,1.47174
2017-05-18,1.74745
2017-05-19,2.95104
2017-05-20,
2017-05-21,2.5228
2017-05-22,3.21141
2017-05-23,2.85715
2017-05-24,3.21642
2017-05-25,4.70179
2017-05-26,4.86945
2017-05-27,6.57396
2017-05-28,6.48367
2017-05-29,6.94565
2017-05-30,
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-03,9.98526
2017-06-04,7.33484
2017-06-05,6.33517
2017-06-06,7.24193
2017-06-07,5.92535
2017-06-08,7.57561
2017-06-09,10.4559
2017-06-10,7.04473
2017-06-11,6.5968
2017-06-12,8.79416
2017-06-13,7.89049
2017-06-14,10.371
2017-06-15,7.50162
2017-06-16,7.04805
2017-06-17,6.20919
2017-06-18,8.03325
2017-06-19,8.31618
2017-06-20,8.13073
2017-06-21,9.53931
2017-06-22,7.55964
2017-06-23,6.10185
2017-06-24,7.55491
2017-06-25,6.95564
2017-06-26,7.82844
2017-06-27,10.5607
2017-06-28,7.03473
2017-06-29,9.46326
2017-06-30,8.75624
2017-07-01,9.61028
2017-07-02,8.30299
2017-07-03,7.7616
2017-07-04,7.54829
2017-07-05,8.92316
2017-07-06,9.10647
2017-07-07,8.68843
2017-07-08,9.4517
2017-07-09,
2017-07-10,9.63179
2017-07-11,8.48279
2017-07-12,7.4084
2017-07-13,7.72747
2017-07-14,6.76273
2017-07-15,8.02641
2017-07-16,7.02831
2017-07-17,7.32474
2017-07-18,9.15935
2017-07-19,6.65917
2017-07-20,5.64072
2017-07-21,
2017-07-22,
2017-07-23,
2017-07-24,7.44595
2017-07-25,7.36119
2017-07-26,6.03923
2017-07-27,8.19973
2017-07-28,7.86058
2017-07-29,9.11202
2017-07-30,7.10726
2017-07-31,8.15147
2017-08-01,8.73216
2017-08-02,7.06365
2017-08-03,8.07051
2017-08-04,6.55617
2017-08-05,6.13354
2017-08-06,9.00251
2017-08-07,9.3813
2017-08-08,5.52985
2017-08-09,9.71901
2017-08-10,8.38704
2017-08-11,6.92494
2017-08-12,7.44052
2017-08-13,8.13206
2017-08-14,14.2392
2017-08-15,12.3895
2017-08-16,9.86236
2017-08-17,
2017-08-18,11.7512
2017-08-19,7.10381
2017-08-20,7.92237
2017-08-21,8.40416
2017-08-22,9.05589
2017-08-23,6.4515
2017-08-24,7.41879
2017-08-25,8.09544
2017-08-26,7.07225
2017-08-27,8.0384
2017-08-28,6.84006
2017-08-29,9.82332
2017-08-30,7.39905
2017-08-31,3.96865
2017-09-01,6.21202
2017-09-02,5.57879
2017-09-03,7.10819
2017-09-04,7.9499
2017-09-05,6.69525
2017-09-06,8.2947
2017-09-07,7.68083
2017-09-08,8.50876
2017-09-09,0.972844
2017-09-10,7.51631
2017-09-11,5.28194
2017-09-12,6.01604
2017-09-13,7.22019
2017-09-14,6.66009
2017-09-15,5.86945
2017-09-16,5.83318
2017-09-17,4.55452
2017-09-18,4.37259
2017-09-19,4.38102
2017-09-20,4.90023
2017-09-21,4.50088
2017-09-22,
2017-09-23,
2017-09-24,5.07103
2017-09-25,6.20374
2017-09-26,4.38441
2017-09-27,4.46119
2017-09-28,5.60431
2017-09-29,5.24079
2017-09-30,8.24237
2017-10-01,5.11771
2017-10-02,5.67209
2017-10-03,4.29217
2017-10-04,3.7443
2017-10-05,3.78879
2017-10-06,3.26535
2017-10-07,4.07121
2017-10-08,2.19628
2017-10-09,3.38438
2017-10-10,2.40574
2017-10-11,2.09049
2017-10-12,1.18205
2017-10-13,2.60649
2017-10-14,1.21325
2017-10-15,1.1354
2017-10-16,1.27959
2017-10-17,1.22
2017-10-18,1.14599
2017-10-19,1.13607
2017-10-20,1.19756
2017-10-21,1.60299
2017-10-22,1.31417
2017-10-23,0.218443
2017-10-24,1.27359
2017-10-25,1.2723
2017-10-26,1.08609
2017-10-27,0.92716
2017-10-28,0.535595
2017-10-29,0.711109
2017-10-30,1.08451
2017-10-31,0.8747
2017-11-01,1.07198
2017-11-02,1.35992
2017-11-03,1.40824
2017-11-04,0.67886
2017-11-05,0.757637
2017-11-06,2.42131
2017-11-07,2.55374
2017-11-08,3.44342
2017-11-09,3.03346
2017-11-10,1.71475
2017-11-11,2.62976
2017-11-12,
2017-11-13,0.13075
2017-11-14,2.60308
2017-11-15,1.61909
2017-11-16,1.07782
2017-11-17,0.756915
2017-11-18,1.64439
2017-11-19,1.74917
2017-11-20,0.7459
2017-11-21,0.238417
2017-11-22,0.207348
2017-11-23,0.694391
2017-11-24,0.453736
2017-11-25,1.64071
2017-11-26,0.80878
2017-11-27,1.50392
2017-11-28,0.774674
2017-11-29,0.921328
2017-11-30,0.60826
2017-12-01,0.54967
2017-12-02,2.79438
2017-12-03,0.755847
2017-12-04,0.995058
2017-12-05,0.713284
2017-12-06,0.49577
2017-12-07,0.464062
2017-12-08,1.04116
2017-12-09,0.118965
2017-12-10,
2017-12-11,0.811952
2017-12-12,0.514669
2017-12-13,0.921844
2017-12-14,0.168334
2017-12-15,0.453187
2017-12-16,0.0515197
2017-12-17,0.578533
2017-12-18,1.48752
2017-12-19,0.463063
2017-12-20,0.55361
2017-12-21,0.852831
2017-12-22,0.412191
2017-12-23,0.880718
2017-12-24,
2017-12-25,
2017-12-26,
2017-12-27,
2017-12-28,0.645586
2017-12-29,1.09512
2017-12-30,1.07909
2017-12-31,0.053417
2018-01-01,2.27916
2018-01-02,2.78113
2018-01-03,2.28526
2018-01-04,0.822773
2018-01-05,2.01828
2018-01-06,3.62249
2018-01-07,1.92102
2018-01-08,
2018-01-09,
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,
2018-01-17,
2018-01-18,
2018-01-19,
2018-01-20,
2018-01-21,
2018-01-22,
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-27,
2018-01-28,
2018-01-29,
2018-01-30,
2018-01-31,
2018-02-01,
2018-02-02,
2018-02-03,
2018-02-04,
2018-02-05,0.805527
2018-02-06,1.31816
2018-02-07,
2018-02-08,1.10474
2018-02-09,1.27593
2018-02-10,2.95412
2018-02-11,2.43219
2018-02-12,0.962413
2018-02-13,2.69936
2018-02-14,4.16453
2018-02-15,2.05597
2018-02-16,2.81916
2018-02-17,2.79943
2018-02-18,1.4027
2018-02-19,1.53245
2018-02-20,2.43975
2018-02-21,2.71803
2018-02-22,1.13235
2018-02-23,2.44847
2018-02-24,2.04949
2018-02-25,1.60281
2018-02-26,
2018-02-27,1.11811
2018-02-28,
2018-03-01,
2018-03-02,2.17471
2018-03-03,1.1627
2018-03-04,
2018-03-05,1.38896
2018-03-06,1.82037
2018-03-07,2.29569
2018-03-08,1.5174
2018-03-09,2.01698
2018-03-10,2.12898
2018-03-11,3.70358
2018-03-12,2.97882
2018-03-13,1.54315
2018-03-14,1.89771
2018-03-15,
2018-03-16,3.37521
2018-03-17,
2018-03-18,2.90997
2018-03-19,1.63884
2018-03-20,1.61399
2018-03-21,2.45707
2018-03-22,4.11634
2018-03-23,2.52803
2018-03-24,1.42129
2018-03-25,2.267
2018-03-26,1.91244
2018-03-27,2.05834
2018-03-28,1.33068
2018-03-29,2.75395
2018-03-30,1.68868
2018-03-31,
2018-04-01,3.52062
2018-04-02,1.06552
2018-04-03,
2018-04-04,1.55194
2018-04-05,1.19092
2018-04-06,0.836339
2018-04-07,1.48002
2018-04-08,2.62081
2018-04-09,0.512086
2018-04-10,2.39894
2018-04-11,1.65645
2018-04-12,
2018-04-13,
2018-04-14,0.948619
2018-04-15,3.59248
2018-04-16,2.63276
2018-04-17,2.12081
2018-04-18,1.50636
2018-04-19,1.43603
2018-04-20,2.19176
2018-04-21,1.82015
2018-04-22,1.54674
2018-04-23,1.76951
2018-04-24,1.64353
2018-04-25,1.38809
2018-04-26,1.13223
2018-04-27,2.68977
2018-04-28,2.87734
2018-04-29,
2018-04-30,
2018-05-01,
2018-05-02,
2018-05-03,5.08564
2018-05-04,2.09204
2018-05-05,4.33373
2018-05-06,2.97216
2018-05-07,4.71346
2018-05-08,3.45203
2018-05-09,2.86213
2018-05-10,3.08751
2018-05-11,2.86344
2018-05-12,3.11053
2018-05-13,3.53731
2018-05-14,
2018-05-15,5.302
2018-05-16,2.56028
2018-05-17,2.1052
2018-05-18,2.07059
2018-05-19,2.3685
2018-05-20,1.29721
2018-05-21,2.57447
2018-05-22,2.80279
2018-05-23,4.57687
2018-05-24,3.04723
2018-05-25,2.0807
2018-05-26,2.78727
2018-05-27,2.27416
2018-05-28,1.60201
2018-05-29,4.80394
2018-05-30,2.29484
2018-05-31,5.21425
2018-06-01,5.44766
2018-06-02,6.83383
2018-06-03,6.21113
2018-06-04,3.57654
2018-06-05,7.15128
2018-06-06,4.4996
2018-06-07,
2018-06-08,5.38752
2018-06-09,
2018-06-10,
2018-06-11,4.53568
2018-06-12,7.22846
2018-06-13,7.48594
2018-06-14,
2018-06-15,8.09516
2018-06-16,8.88587
2018-06-17,9.64185
2018-06-18,8.46198
2018-06-19,
2018-06-20,6.73833
2018-06-21,7.55446
2018-06-22,5.84601
2018-06-23,9.38409
2018-06-24,7.77765
2018-06-25,9.23267
2018-06-26,9.04464
2018-06-27,
2018-06-28,
2018-06-29,
2018-06-30,
2018-07-01,
2018-07-02,9.43847
2018-07-03,10.2088
2018-07-04,6.79946
2018-07-05,7.07114
2018-07-06,8.99082
2018-07-07,8.22974
2018-07-08,7.62886
2018-07-09,8.0747
2018-07-10,8.60004
2018-07-11,9.61196
2018-07-12,
2018-07-13,8.71958
2018-07-14,
2018-07-15,9.64617
2018-07-16,11.933
2018-07-17,8.64202
2018-07-18,8.7594
2018-07-19,7.34711
2018-07-20,8.9308
2018-07-21,
2018-07-22,7.84423
2018-07-23,
2018-07-24,5.83282
2018-07-25,6.34832
2018-07-26,5.33212
2018-07-27,
2018-07-28,6.56804
2018-07-29,6.83157
2018-07-30,7.0873
2018-07-31,9.02607
2018-08-01,5.99464
2018-08-02,7.52135
2018-08-03,7.24919
2018-08-04,8.67342
2018-08-05,7.58182
2018-08-06,
2018-08-07,8.33243
2018-08-08,8.4934
2018-08-09,5.46384
2018-08-10,
2018-08-11,
2018-08-12,
2018-08-13,5.70786
2018-08-14,6.55148
2018-08-15,7.58317
2018-08-16,8.07982
2018-08-17,6.09497
2018-08-18,7.92534
2018-08-19,6.50211
2018-08-20,
2018-08-21,6.97973
2018-08-22,8.32213
2018-08-23,7.33312
