t,GPP
2017-01-01,
2017-01-02,0.150874
2017-01-03,0.00361338
2017-01-04,0.0173705
2017-01-05,
2017-01-06,
2017-01-07,
2017-01-08,0.0845926
2017-01-09,0.0275378
2017-01-10,0.0600938
2017-01-11,
2017-01-12,0.0863016
2017-01-13,
2017-01-14,
2017-01-15,0.104963
2017-01-16,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-21,
2017-01-22,
2017-01-23,
2017-01-24,
2017-01-25,
2017-01-26,
2017-01-27,
2017-01-28,
2017-01-29,
2017-01-30,
2017-01-31,
2017-02-01,
2017-02-02,
2017-02-03,
2017-02-04,0.184663
2017-02-05,0.173682
2017-02-06,0.12492
2017-02-07,
2017-02-08,
2017-02-09,
2017-02-10,
2017-02-11,0.0523436
2017-02-12,0.0810936
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,0.0310528
2017-02-17,0.184347
2017-02-18,0.137605
2017-02-19,0.22323
2017-02-20,
2017-02-21,0.0834922
2017-02-22,0.155016
2017-02-23,
2017-02-24,
2017-02-25,0.178474
2017-02-26,0.088166
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,
2017-03-04,
2017-03-05,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,
2017-03-10,
2017-03-11,
2017-03-12,
2017-03-13,
2017-03-14,
2017-03-15,
2017-03-16,
2017-03-17,
2017-03-18,
2017-03-19,
2017-03-20,
2017-03-21,
2017-03-22,
2017-03-23,
2017-03-24,
2017-03-25,
2017-03-26,
2017-03-27,
2017-03-28,
2017-03-29,0.122099
2017-03-30,0.0767474
2017-03-31,0.165757
2017-04-01,
2017-04-02,0.321942
2017-04-03,
2017-04-04,0.0639079
2017-04-05,0.356507
2017-04-06,0.292121
2017-04-07,0.577277
2017-04-08,0.501669
2017-04-09,
2017-04-10,0.815882
2017-04-11,0.465023
2017-04-12,1.1277
2017-04-13,0.796726
2017-04-14,0.601571
2017-04-15,0.682984
2017-04-16,0.819775
2017-04-17,0.0614976
2017-04-18,0.0988137
2017-04-19,
2017-04-20,
2017-04-21,0.830957
2017-04-22,0.571901
2017-04-23,0.794583
2017-04-24,0.814581
2017-04-25,0.760828
2017-04-26,0.136696
2017-04-27,
2017-04-28,0.214801
2017-04-29,0.627738
2017-04-30,0.0733444
2017-05-01,0.321842
2017-05-02,0.0741563
2017-05-03,
2017-05-04,0.0368924
2017-05-05,0.411641
2017-05-06,0.231333
2017-05-07,0.570756
2017-05-08,0.874046
2017-05-09,0.732727
2017-05-10,1.2542
2017-05-11,1.08535
2017-05-12,1.44279
2017-05-13,1.04804
2017-05-14,0.895279
2017-05-15,0.435776
2017-05-16,1.05137
2017-05-17,0.953084
2017-05-18,1.647
2017-05-19,1.0517
2017-05-20,1.74859
2017-05-21,2.35828
2017-05-22,3.28232
2017-05-23,3.79084
2017-05-24,3.78591
2017-05-25,5.03376
2017-05-26,6.186
2017-05-27,7.21759
2017-05-28,7.5231
2017-05-29,7.68823
2017-05-30,6.68029
2017-05-31,7.53292
2017-06-01,8.71235
2017-06-02,9.75384
2017-06-03,8.68784
2017-06-04,10.1644
2017-06-05,11.443
2017-06-06,9.86737
2017-06-07,10.3381
2017-06-08,12.2475
2017-06-09,9.94986
2017-06-10,13.6195
2017-06-11,
2017-06-12,14.8872
2017-06-13,13.5308
2017-06-14,
2017-06-15,14.3467
2017-06-16,14.3152
2017-06-17,16.2901
2017-06-18,16.1164
2017-06-19,16.3221
2017-06-20,17.0026
2017-06-21,
2017-06-22,11.7797
2017-06-23,16.0579
2017-06-24,16.9814
2017-06-25,
2017-06-26,10.4798
2017-06-27,
2017-06-28,12.5454
2017-06-29,9.1789
2017-06-30,16.0939
2017-07-01,11.9658
2017-07-02,12.2577
2017-07-03,15.1588
2017-07-04,13.8379
2017-07-05,12.0912
2017-07-06,13.3036
2017-07-07,12.7848
2017-07-08,14.1877
2017-07-09,13.6499
2017-07-10,12.4545
2017-07-11,14.6652
2017-07-12,9.30511
2017-07-13,14.8691
2017-07-14,14.2495
2017-07-15,14.2103
2017-07-16,14.5156
2017-07-17,11.7574
2017-07-18,
2017-07-19,12.7844
2017-07-20,12.0989
2017-07-21,14.3954
2017-07-22,14.0571
2017-07-23,13.7545
2017-07-24,7.46232
2017-07-25,5.06493
2017-07-26,9.05081
2017-07-27,11.8666
2017-07-28,15.5639
2017-07-29,14.9711
2017-07-30,15.3372
2017-07-31,13.9298
2017-08-01,13.706
2017-08-02,15.6732
2017-08-03,12.4566
2017-08-04,14.2025
2017-08-05,13.1039
2017-08-06,14.1432
2017-08-07,14.533
2017-08-08,13.5543
2017-08-09,13.8896
2017-08-10,4.96381
2017-08-11,4.97948
2017-08-12,10.299
2017-08-13,10.4053
2017-08-14,
2017-08-15,12.6567
2017-08-16,12.8525
2017-08-17,13.3068
2017-08-18,9.79354
2017-08-19,11.2825
2017-08-20,10.6846
2017-08-21,11.3684
2017-08-22,10.5275
2017-08-23,9.98729
2017-08-24,8.74168
2017-08-25,8.14608
2017-08-26,4.13743
2017-08-27,6.81248
2017-08-28,3.74305
2017-08-29,7.56719
2017-08-30,7.31058
2017-08-31,4.33076
2017-09-01,5.10576
2017-09-02,4.23192
2017-09-03,4.54663
2017-09-04,4.47288
2017-09-05,4.91025
2017-09-06,3.58406
2017-09-07,3.82669
2017-09-08,3.9977
2017-09-09,3.5049
2017-09-10,4.25821
2017-09-11,4.02891
2017-09-12,1.7207
2017-09-13,
2017-09-14,
2017-09-15,
2017-09-16,0.214221
2017-09-17,1.47951
2017-09-18,
2017-09-19,
2017-09-20,
2017-09-21,2.24023
2017-09-22,4.09176
2017-09-23,4.4957
2017-09-24,2.89
2017-09-25,6.23675
2017-09-26,6.55404
2017-09-27,3.74585
2017-09-28,4.40138
2017-09-29,3.33624
2017-09-30,3.93234
2017-10-01,2.09913
2017-10-02,0.304655
2017-10-03,
2017-10-04,
2017-10-05,
2017-10-06,
2017-10-07,
2017-10-08,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-14,
2017-10-15,
2017-10-16,
2017-10-17,0.22941
2017-10-18,0.244362
2017-10-19,
2017-10-20,0.0309002
2017-10-21,0.365827
2017-10-22,0.303882
2017-10-23,0.273792
2017-10-24,0.212399
2017-10-25,0.522273
2017-10-26,0.53207
2017-10-27,0.423614
2017-10-28,0.167148
2017-10-29,0.541579
2017-10-30,0.720348
2017-10-31,0.646909
2017-11-01,0.488619
2017-11-02,0.822271
2017-11-03,0.946649
2017-11-04,0.717683
2017-11-05,0.349132
2017-11-06,0.872748
2017-11-07,0.245181
2017-11-08,0.652564
2017-11-09,0.607655
2017-11-10,0.402501
2017-11-11,0.431417
2017-11-12,0.361313
2017-11-13,0.821525
2017-11-14,0.774975
2017-11-15,0.462694
2017-11-16,0.278116
2017-11-17,0.368078
2017-11-18,0.30427
2017-11-19,0.531539
2017-11-20,0.545168
2017-11-21,0.291131
2017-11-22,0.753768
2017-11-23,0.874041
2017-11-24,0.433177
2017-11-25,0.129024
2017-11-26,0.668594
2017-11-27,0.468732
2017-11-28,0.611055
2017-11-29,0.250605
2017-11-30,0.340957
2017-12-01,0.316786
2017-12-02,0.38527
2017-12-03,0.133722
2017-12-04,0.391682
2017-12-05,0.314622
2017-12-06,0.291288
2017-12-07,0.817029
2017-12-08,0.589856
2017-12-09,0.204925
2017-12-10,0.145801
2017-12-11,0.216689
2017-12-12,0.48266
2017-12-13,0.516173
2017-12-14,0.487443
2017-12-15,0.533264
2017-12-16,0.388984
2017-12-17,0.476386
2017-12-18,0.536561
2017-12-19,0.421415
2017-12-20,0.454506
2017-12-21,0.252225
2017-12-22,0.879203
2017-12-23,0.365862
2017-12-24,0.228217
2017-12-25,0.507529
2017-12-26,0.723206
2017-12-27,0.495963
2017-12-28,0.683716
2017-12-29,0.69841
2017-12-30,0.261438
2017-12-31,0.790867
2018-01-01,0.611552
2018-01-02,0.596166
2018-01-03,0.484157
2018-01-04,0.395031
2018-01-05,0.499734
2018-01-06,0.418125
2018-01-07,0.0110001
2018-01-08,0.170275
2018-01-09,0.266998
2018-01-10,0.567687
2018-01-11,0.491572
2018-01-12,0.184084
2018-01-13,0.0196904
2018-01-14,0.451871
2018-01-15,0.461629
2018-01-16,0.574818
2018-01-17,0.5336
2018-01-18,0.578946
2018-01-19,0.432623
2018-01-20,0.635736
2018-01-21,0.480774
2018-01-22,0.363076
2018-01-23,0.771922
2018-01-24,0.494241
2018-01-25,
2018-01-26,0.6992
2018-01-27,1.65239
2018-01-28,0.865959
2018-01-29,0.933076
2018-01-30,2.11279
2018-01-31,1.19056
2018-02-01,1.57781
2018-02-02,1.31665
2018-02-03,1.11846
2018-02-04,0.479211
2018-02-05,0.37707
2018-02-06,0.596659
2018-02-07,1.28535
2018-02-08,0.836494
2018-02-09,0.515617
2018-02-10,
2018-02-11,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,
2018-02-21,
2018-02-22,
2018-02-23,
2018-02-24,
2018-02-25,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-03,
2018-03-04,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,1.06248
2018-03-09,1.06088
2018-03-10,1.35052
2018-03-11,1.02125
2018-03-12,0.4547
2018-03-13,0.6286
2018-03-14,1.11969
2018-03-15,0.596471
2018-03-16,0.125252
2018-03-17,
2018-03-18,0.33221
2018-03-19,0.232267
2018-03-20,0.169935
2018-03-21,1.03204
2018-03-22,1.14045
2018-03-23,1.44249
2018-03-24,1.70321
2018-03-25,1.67655
2018-03-26,1.32171
2018-03-27,2.00909
2018-03-28,1.44871
2018-03-29,2.61852
2018-03-30,
2018-03-31,1.80097
2018-04-01,2.60374
2018-04-02,3.51541
2018-04-03,2.83455
2018-04-04,2.82281
2018-04-05,4.01925
2018-04-06,3.59282
2018-04-07,3.95628
2018-04-08,5.74472
2018-04-09,5.74947
2018-04-10,7.15613
2018-04-11,5.94098
2018-04-12,6.80331
2018-04-13,5.52578
2018-04-14,10.1153
2018-04-15,10.0411
2018-04-16,7.27091
2018-04-17,11.113
2018-04-18,
2018-04-19,
2018-04-20,12.9221
2018-04-21,12.6218
2018-04-22,12.1083
2018-04-23,10.9073
2018-04-24,11.1673
2018-04-25,
2018-04-26,10.7407
2018-04-27,12.6562
2018-04-28,
2018-04-29,
2018-04-30,
2018-05-01,11.2387
2018-05-02,
2018-05-03,
2018-05-04,
2018-05-05,10.6555
2018-05-06,10.264
2018-05-07,10.9321
2018-05-08,
2018-05-09,15.0275
2018-05-10,10.308
2018-05-11,14.2181
2018-05-12,13.6346
2018-05-13,15.1192
2018-05-14,15.2663
2018-05-15,13.223
2018-05-16,
2018-05-17,
2018-05-18,10.5705
2018-05-19,8.32973
2018-05-20,5.61112
2018-05-21,3.93049
2018-05-22,4.05516
2018-05-23,3.0032
2018-05-24,0.610876
2018-05-25,6.04747
2018-05-26,
2018-05-27,8.20202
2018-05-28,12.2513
2018-05-29,
2018-05-30,12.6285
2018-05-31,12.3516
2018-06-01,15.877
2018-06-02,12.5579
2018-06-03,13.11
2018-06-04,14.3292
2018-06-05,11.7543
2018-06-06,
2018-06-07,14.2445
2018-06-08,15.1346
