t,GPP
2017-01-01,
2017-01-02,
2017-01-03,
2017-01-04,
2017-01-05,
2017-01-06,
2017-01-07,
2017-01-08,
2017-01-09,
2017-01-10,
2017-01-11,
2017-01-12,
2017-01-13,
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,
2017-01-18,
2017-01-19,
2017-01-20,
2017-01-21,
2017-01-22,
2017-01-23,
2017-01-24,
2017-01-25,
2017-01-26,
2017-01-27,
2017-01-28,
2017-01-29,
2017-01-30,
2017-01-31,
2017-02-01,
2017-02-02,
2017-02-03,
2017-02-04,
2017-02-05,
2017-02-06,
2017-02-07,
2017-02-08,
2017-02-09,
2017-02-10,
2017-02-11,
2017-02-12,
2017-02-13,
2017-02-14,
2017-02-15,
2017-02-16,
2017-02-17,
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,
2017-02-22,
2017-02-23,
2017-02-24,
2017-02-25,
2017-02-26,
2017-02-27,
2017-02-28,
2017-03-01,
2017-03-02,
2017-03-03,3.57822
2017-03-04,4.07222
2017-03-05,
2017-03-06,
2017-03-07,
2017-03-08,
2017-03-09,2.60728
2017-03-10,4.5375
2017-03-11,4.58709
2017-03-12,6.41282
2017-03-13,5.50119
2017-03-14,5.63957
2017-03-15,5.48725
2017-03-16,7.13359
2017-03-17,4.89073
2017-03-18,3.44045
2017-03-19,3.65283
2017-03-20,3.8118
2017-03-21,5.41416
2017-03-22,6.15479
2017-03-23,6.69517
2017-03-24,5.11595
2017-03-25,4.72399
2017-03-26,5.48486
2017-03-27,5.90236
2017-03-28,5.89158
2017-03-29,6.09764
2017-03-30,6.87346
2017-03-31,7.52081
2017-04-01,4.42047
2017-04-02,5.78137
2017-04-03,5.59966
2017-04-04,5.92169
2017-04-05,5.59492
2017-04-06,3.02163
2017-04-07,5.42625
2017-04-08,7.02536
2017-04-09,8.87726
2017-04-10,4.76964
2017-04-11,7.60574
2017-04-12,9.36425
2017-04-13,7.39213
2017-04-14,8.64161
2017-04-15,4.66401
2017-04-16,6.20933
2017-04-17,3.54599
2017-04-18,5.58536
2017-04-19,4.69925
2017-04-20,7.34188
2017-04-21,5.65117
2017-04-22,3.9995
2017-04-23,4.82658
2017-04-24,8.03492
2017-04-25,5.65761
2017-04-26,5.7981
2017-04-27,5.04902
2017-04-28,3.68168
2017-04-29,5.67957
2017-04-30,7.05085
2017-05-01,4.15359
2017-05-02,2.2835
2017-05-03,4.4996
2017-05-04,2.41523
2017-05-05,3.92033
2017-05-06,
2017-05-07,3.41906
2017-05-08,
2017-05-09,
2017-05-10,6.59665
2017-05-11,7.62787
2017-05-12,7.09847
2017-05-13,7.47972
2017-05-14,8.50155
2017-05-15,8.06974
2017-05-16,9.40171
2017-05-17,
2017-05-18,
2017-05-19,
2017-05-20,
2017-05-21,
2017-05-22,
2017-05-23,
2017-05-24,
2017-05-25,
2017-05-26,7.63668
2017-05-27,7.82553
2017-05-28,
2017-05-29,9.90686
2017-05-30,12.4776
2017-05-31,
2017-06-01,
2017-06-02,
2017-06-03,11.2893
2017-06-04,10.3273
2017-06-05,11.1361
2017-06-06,
2017-06-07,
2017-06-08,13.9092
2017-06-09,
2017-06-10,13.9514
2017-06-11,12.0642
2017-06-12,
2017-06-13,
2017-06-14,
2017-06-15,
2017-06-16,12.5416
2017-06-17,13.8024
2017-06-18,
2017-06-19,
2017-06-20,
2017-06-21,
2017-06-22,
2017-06-23,
2017-06-24,16.1044
2017-06-25,12.1816
2017-06-26,
2017-06-27,10.7036
2017-06-28,
2017-06-29,
2017-06-30,13.3069
2017-07-01,
2017-07-02,
2017-07-03,
2017-07-04,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-08,
2017-07-09,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,
2017-07-14,
2017-07-15,
2017-07-16,
2017-07-17,
2017-07-18,
2017-07-19,
2017-07-20,
2017-07-21,
2017-07-22,
2017-07-23,
2017-07-24,
2017-07-25,
2017-07-26,
2017-07-27,9.46977
2017-07-28,10.4553
2017-07-29,13.0696
2017-07-30,13.2481
2017-07-31,13.8662
2017-08-01,
2017-08-02,13.3761
2017-08-03,13.6791
2017-08-04,14.3625
2017-08-05,10.5167
2017-08-06,13.4722
2017-08-07,
2017-08-08,
2017-08-09,15.2549
2017-08-10,5.69318
2017-08-11,5.50772
2017-08-12,6.81848
2017-08-13,13.2103
2017-08-14,13.4458
2017-08-15,
2017-08-16,12.4493
2017-08-17,7.60291
2017-08-18,4.71541
2017-08-19,11.6069
2017-08-20,
2017-08-21,
2017-08-22,11.7998
2017-08-23,15.6317
2017-08-24,13.3586
2017-08-25,11.9643
2017-08-26,11.552
2017-08-27,9.17236
2017-08-28,9.98453
2017-08-29,10.3573
2017-08-30,9.43076
2017-08-31,6.64381
2017-09-01,9.69391
2017-09-02,8.34484
2017-09-03,10.3905
2017-09-04,9.02118
2017-09-05,8.93495
2017-09-06,8.61255
2017-09-07,7.12446
2017-09-08,4.59062
2017-09-09,6.29196
2017-09-10,8.55701
2017-09-11,6.51653
2017-09-12,5.65454
2017-09-13,6.39308
2017-09-14,5.18949
2017-09-15,6.12635
2017-09-16,7.05366
2017-09-17,7.09099
2017-09-18,5.68022
2017-09-19,7.43755
2017-09-20,7.64241
2017-09-21,
2017-09-22,
2017-09-23,
2017-09-24,
2017-09-25,
2017-09-26,
2017-09-27,7.84851
2017-09-28,5.94322
2017-09-29,7.77983
2017-09-30,
2017-10-01,
2017-10-02,
2017-10-03,4.23268
2017-10-04,4.60403
2017-10-05,
2017-10-06,
2017-10-07,
2017-10-08,
2017-10-09,
2017-10-10,
2017-10-11,
2017-10-12,
2017-10-13,
2017-10-14,
2017-10-15,
2017-10-16,
2017-10-17,
2017-10-18,
2017-10-19,
2017-10-20,
2017-10-21,
2017-10-22,
2017-10-23,
2017-10-24,
2017-10-25,
2017-10-26,
2017-10-27,
2017-10-28,
2017-10-29,
2017-10-30,
2017-10-31,
2017-11-01,
2017-11-02,
2017-11-03,
2017-11-04,
2017-11-05,
2017-11-06,
2017-11-07,
2017-11-08,
2017-11-09,
2017-11-10,
2017-11-11,
2017-11-12,
2017-11-13,
2017-11-14,
2017-11-15,
2017-11-16,
2017-11-17,
2017-11-18,
2017-11-19,
2017-11-20,
2017-11-21,
2017-11-22,
2017-11-23,
2017-11-24,
2017-11-25,
2017-11-26,
2017-11-27,
2017-11-28,
2017-11-29,
2017-11-30,
2017-12-01,
2017-12-02,
2017-12-03,
2017-12-04,
2017-12-05,
2017-12-06,2.25649
2017-12-07,
2017-12-08,2.93667
2017-12-09,
2017-12-10,2.66197
2017-12-11,
2017-12-12,3.37269
2017-12-13,
2017-12-14,
2017-12-15,
2017-12-16,
2017-12-17,
2017-12-18,
2017-12-19,4.55985
2017-12-20,2.29217
2017-12-21,
2017-12-22,
2017-12-23,
2017-12-24,0.425744
2017-12-25,4.31439
2017-12-26,3.12921
2017-12-27,3.41396
2017-12-28,5.59066
2017-12-29,
2017-12-30,2.48803
2017-12-31,
2018-01-01,4.44189
2018-01-02,4.03399
2018-01-03,1.81822
2018-01-04,3.03299
2018-01-05,3.01513
2018-01-06,1.02636
2018-01-07,
2018-01-08,1.49324
2018-01-09,4.58519
2018-01-10,
2018-01-11,
2018-01-12,
2018-01-13,2.53798
2018-01-14,
2018-01-15,
2018-01-16,
2018-01-17,2.05053
2018-01-18,0.547266
2018-01-19,3.28082
2018-01-20,3.26087
2018-01-21,2.86037
2018-01-22,0.555694
2018-01-23,
2018-01-24,0.627702
2018-01-25,0.191334
2018-01-26,1.47328
2018-01-27,3.29195
2018-01-28,0.190796
2018-01-29,
2018-01-30,2.27349
2018-01-31,
2018-02-01,3.80005
2018-02-02,3.49918
2018-02-03,3.18857
2018-02-04,
2018-02-05,
2018-02-06,
2018-02-07,
2018-02-08,
2018-02-09,
2018-02-10,
2018-02-11,
2018-02-12,
2018-02-13,
2018-02-14,
2018-02-15,
2018-02-16,
2018-02-17,1.68096
2018-02-18,
2018-02-19,1.64074
2018-02-20,1.7068
2018-02-21,1.55347
2018-02-22,
2018-02-23,
2018-02-24,
2018-02-25,
2018-02-26,
2018-02-27,
2018-02-28,
2018-03-01,
2018-03-02,
2018-03-03,
2018-03-04,
2018-03-05,
2018-03-06,
2018-03-07,
2018-03-08,
2018-03-09,
2018-03-10,
2018-03-11,
2018-03-12,
2018-03-13,
2018-03-14,
2018-03-15,
2018-03-16,
2018-03-17,
2018-03-18,
2018-03-19,
2018-03-20,
2018-03-21,
2018-03-22,
2018-03-23,
2018-03-24,
2018-03-25,
2018-03-26,
2018-03-27,
